question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q01674,ROLE051,SK103,Explain the fundamentals of skill SK103 for ROLE051.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK103.","SK103, fundamentals, implementation, best practices",Startup
Q01675,ROLE051,SK104,Explain the fundamentals of skill SK104 for ROLE051.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK104.","SK104, fundamentals, implementation, best practices",Mid-size
Q01676,ROLE051,SK105,Explain the fundamentals of skill SK105 for ROLE051.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK105.","SK105, fundamentals, implementation, best practices",MNC
Q01677,ROLE051,SK106,Explain the fundamentals of skill SK106 for ROLE051.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK106.","SK106, fundamentals, implementation, best practices",FAANG
Q01678,ROLE051,SK107,Explain the fundamentals of skill SK107 for ROLE051.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK107.","SK107, fundamentals, implementation, best practices",Startup
Q01679,ROLE051,SK108,Explain the fundamentals of skill SK108 for ROLE051.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK108.","SK108, fundamentals, implementation, best practices",Mid-size
Q01680,ROLE051,SK109,Explain the fundamentals of skill SK109 for ROLE051.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK109.","SK109, fundamentals, implementation, best practices",MNC
Q01681,ROLE051,SK110,Explain the fundamentals of skill SK110 for ROLE051.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK110.","SK110, fundamentals, implementation, best practices",FAANG
Q01682,ROLE051,SK111,Explain the fundamentals of skill SK111 for ROLE051.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK111.","SK111, fundamentals, implementation, best practices",Startup
Q01683,ROLE051,SK112,Explain the fundamentals of skill SK112 for ROLE051.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK112.","SK112, fundamentals, implementation, best practices",Mid-size
Q01684,ROLE052,SK087,Explain the fundamentals of skill SK087 for ROLE052.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK087.","SK087, fundamentals, implementation, best practices",Mid-size
Q01685,ROLE052,SK088,Explain the fundamentals of skill SK088 for ROLE052.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK088.","SK088, fundamentals, implementation, best practices",MNC
Q01686,ROLE052,SK089,Explain the fundamentals of skill SK089 for ROLE052.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK089.","SK089, fundamentals, implementation, best practices",FAANG
Q01687,ROLE052,SK090,Explain the fundamentals of skill SK090 for ROLE052.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK090.","SK090, fundamentals, implementation, best practices",Startup
Q01688,ROLE052,SK091,Explain the fundamentals of skill SK091 for ROLE052.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK091.","SK091, fundamentals, implementation, best practices",Mid-size
Q01689,ROLE052,SK092,Explain the fundamentals of skill SK092 for ROLE052.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK092.","SK092, fundamentals, implementation, best practices",MNC
Q01690,ROLE052,SK093,Explain the fundamentals of skill SK093 for ROLE052.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK093.","SK093, fundamentals, implementation, best practices",FAANG
Q01691,ROLE052,SK094,Explain the fundamentals of skill SK094 for ROLE052.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK094.","SK094, fundamentals, implementation, best practices",Startup
Q01692,ROLE052,SK095,Explain the fundamentals of skill SK095 for ROLE052.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK095.","SK095, fundamentals, implementation, best practices",Mid-size
Q01693,ROLE052,SK096,Explain the fundamentals of skill SK096 for ROLE052.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK096.","SK096, fundamentals, implementation, best practices",MNC
Q01694,ROLE052,SK097,Explain the fundamentals of skill SK097 for ROLE052.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK097.","SK097, fundamentals, implementation, best practices",FAANG
Q01695,ROLE052,SK098,Explain the fundamentals of skill SK098 for ROLE052.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK098.","SK098, fundamentals, implementation, best practices",Startup
Q01696,ROLE052,SK099,Explain the fundamentals of skill SK099 for ROLE052.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK099.","SK099, fundamentals, implementation, best practices",Mid-size
Q01697,ROLE052,SK100,Explain the fundamentals of skill SK100 for ROLE052.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK100.","SK100, fundamentals, implementation, best practices",MNC
Q01698,ROLE052,SK101,Explain the fundamentals of skill SK101 for ROLE052.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK101.","SK101, fundamentals, implementation, best practices",FAANG
Q01699,ROLE052,SK102,Explain the fundamentals of skill SK102 for ROLE052.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK102.","SK102, fundamentals, implementation, best practices",Startup
Q01700,ROLE052,SK103,Explain the fundamentals of skill SK103 for ROLE052.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK103.","SK103, fundamentals, implementation, best practices",Mid-size
Q01701,ROLE052,SK104,Explain the fundamentals of skill SK104 for ROLE052.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK104.","SK104, fundamentals, implementation, best practices",MNC
Q01702,ROLE052,SK105,Explain the fundamentals of skill SK105 for ROLE052.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK105.","SK105, fundamentals, implementation, best practices",FAANG
Q01703,ROLE052,SK106,Explain the fundamentals of skill SK106 for ROLE052.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK106.","SK106, fundamentals, implementation, best practices",Startup
Q01704,ROLE052,SK107,Explain the fundamentals of skill SK107 for ROLE052.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK107.","SK107, fundamentals, implementation, best practices",Mid-size
Q01705,ROLE052,SK108,Explain the fundamentals of skill SK108 for ROLE052.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK108.","SK108, fundamentals, implementation, best practices",MNC
Q01706,ROLE052,SK109,Explain the fundamentals of skill SK109 for ROLE052.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK109.","SK109, fundamentals, implementation, best practices",FAANG
Q01707,ROLE052,SK110,Explain the fundamentals of skill SK110 for ROLE052.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK110.","SK110, fundamentals, implementation, best practices",Startup
Q01708,ROLE052,SK111,Explain the fundamentals of skill SK111 for ROLE052.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK111.","SK111, fundamentals, implementation, best practices",Mid-size
Q01709,ROLE052,SK112,Explain the fundamentals of skill SK112 for ROLE052.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK112.","SK112, fundamentals, implementation, best practices",MNC
Q01710,ROLE052,SK113,Explain the fundamentals of skill SK113 for ROLE052.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK113.","SK113, fundamentals, implementation, best practices",FAANG
